record_id,country,age,gender,marital,,,child_dependants,healthtype_3,healthtype_2,role,role_other,healthtype,screening_2,jobrole,,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
866,Uganda,28,Female,Living with partner,,,Prefer not to say,Nakasongola,public,Other,,Other,NA,other,,No,No,Yes,No,Yes,Yes,agree,strongly agree.,agree,strongly agree.,agree,agree,strongly agree.,strongly agree.,agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,agree,strongly agree.,agree,agree,somewhat disagree,somewhat agree,somewhat agree,all of the time,most of the time,most of the time,
867,Uganda,29,Male,Living with partner,,,3,Mityana,public,Social worker/counsellor,,Medical unit,NA,Fulltime,,No,No,NA,Yes,Yes,Yes,somewhat disagree,somewhat agree,agree,agree,somewhat agree,somewhat agree,strongly agree.,agree,disagree,strongly disagree,agree,agree,somewhat agree,agree,somewhat agree,agree,agree,somewhat agree,somewhat agree,disagree,some of the time,all of the time,all of the time,
868,Uganda,25,Male,Single (never married),,,None,Kassanda,public,Other,,Other,daily,Fulltime,,No,No,Yes,Yes,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,all of the time,all of the time,most of the time,
869,Uganda,26,Female,Living with partner,,,None,Mityana,public,Other,,Other,NA,Fulltime,,No,No,No,No,Yes,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,most of the time,all of the time,
870,Uganda,28,Male,Single (never married),,,2,KASSANDA,public,Other,,Other,NA,Fulltime,,Yes,Yes,No,No,Yes,No,somewhat agree,somewhat agree,somewhat agree,agree,somewhat agree,agree,strongly agree.,agree,somewhat agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,less than half of the time,some of the time,some of the time,
871,Uganda,30,Male,Single (never married),,,1,Bulera Subcounty (Mityana),public,Other,,Other,NA,Fulltime,,No,No,Yes,No,Yes,No,agree,agree,agree,agree,strongly agree.,disagree,agree,agree,somewhat agree,disagree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,most of the time,most of the time,
872,Uganda,26,Female,Living with partner,,,None,Mityana,public,Other,,Other,NA,Fulltime,,No,No,No,No,Yes,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,most of the time,all of the time,
873,Uganda,24,Female,Single (never married),,,1,Kassanda ,private,Other,,Other,NA,Fulltime,,No,No,No,No,No,No,somewhat agree,agree,agree,disagree,agree,somewhat agree,agree,disagree,disagree,strongly disagree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,somewhat disagree,at no time,at no time,at no time,
874,Uganda,28,Male,Married,,,1,mityana,public,Other,,Other,NA,casual or locum staff,,No,No,Unsure,No,Yes,Yes,agree,agree,agree,strongly agree.,agree,disagree,agree,strongly agree.,agree,disagree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
875,Uganda,32,Female,Living with partner,,,4,Nakasongola,public,Social worker/counsellor,,Palliative Care,daily,Fulltime,,No,No,Yes,No,Yes,Yes,agree,agree,agree,strongly agree.,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,agree,somewhat agree,all of the time,all of the time,all of the time,
876,Uganda,38,Male,Married,,,2,Wakiso,public,Social worker/counsellor,,Other,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,somewhat disagree,all of the time,all of the time,all of the time,
877,Uganda,27,Female,Single (never married),,,None,MITYANA,public,Other,,Other,NA,Fulltime,,No,No,Yes,No,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,agree,agree,disagree,agree,agree,somewhat agree,strongly agree.,strongly agree.,at no time,most of the time,at no time,
878,Uganda,24,Female,Single (never married),,,None,Mityana,private,Other,,Palliative Care,NA,Fulltime,,No,No,Yes,No,Yes,NA,neither agree nor disagree,somewhat agree,strongly agree.,disagree,somewhat agree,somewhat agree,agree,agree,disagree,strongly disagree,disagree,agree,somewhat agree,strongly agree.,agree,neither agree nor disagree,strongly agree.,agree,somewhat agree,agree,at no time,at no time,some of the time,
879,Uganda,23,Female,Single (never married),,,None,Kalungi HCIII,public,Other,,Other,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,NA,agree,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,disagree,all of the time,all of the time,all of the time,
880,Uganda,26,Male,Living with partner,,,Prefer not to say,Mityana,private,Other,,Palliative Care,NA,Fulltime,,Yes,No,Yes,No,Yes,No,disagree,disagree,disagree,strongly disagree,disagree,disagree,agree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,at no time,at no time,all of the time,
881,Uganda,26,Female,Married,,,None,Nakaseke,public,Other,,Medical unit,NA,Fulltime,,No,No,Yes,No,Yes,No,agree,agree,somewhat agree,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,agree,somewhat agree,strongly agree.,agree,somewhat agree,agree,agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,some of the time,some of the time,some of the time,
882,Uganda,28,Male,Single (never married),,,None,Nakaseke,public,Nurse,,paediatric,more than one day per week,student,,No,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,at no time,at no time,at no time,
883,Uganda,23,Male,Single (never married),,,3,Nakasongola,public,Other,,Other,NA,Fulltime,,No,No,Yes,No,Yes,No,somewhat disagree,somewhat disagree,strongly disagree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,somewhat disagree,strongly disagree,somewhat agree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,some of the time,more than half of the time,some of the time,
884,Uganda,26,Male,Single (never married),,,2,Luwero,public,Social worker/counsellor,,infectious disease ward,more than one day per week,Fulltime,,No,No,Yes,No,Yes,Yes,disagree,somewhat agree,agree,somewhat disagree,strongly agree.,disagree,strongly agree.,somewhat agree,somewhat agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,agree,somewhat agree,neither agree nor disagree,somewhat disagree,some of the time,some of the time,some of the time,
885,Uganda,28,Female,Single (never married),,,None,Nakasongola,public,Social worker/counsellor,,Other,more than one day per week,Fulltime,,No,No,No,No,Yes,NA,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,disagree,strongly agree.,strongly agree.,somewhat agree,disagree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,somewhat agree,at no time,some of the time,some of the time,
886,Uganda,25,Male,Single (never married),,,2,Nakasongola ,private,Social worker/counsellor,,Other,NA,Fulltime,,No,No,Yes,Yes,Yes,NA,somewhat agree,somewhat agree,somewhat disagree,somewhat disagree,somewhat agree,somewhat disagree,strongly agree.,somewhat disagree,neither agree nor disagree,neither agree nor disagree,somewhat disagree,agree,somewhat agree,somewhat agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,somewhat agree,somewhat disagree,some of the time,less than half of the time,less than half of the time,
887,Uganda,25,Female,Living with partner,,,1,Luweero,public,Other,,paediatric,NA,part time,,No,No,No,No,Yes,No,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,some of the time,some of the time,some of the time,
888,Uganda,25,Male,Single (never married),,,2,Nakasongola ,private,Social worker/counsellor,,Other,NA,Fulltime,,No,No,Yes,Yes,Yes,NA,somewhat agree,somewhat agree,somewhat disagree,somewhat disagree,somewhat agree,somewhat disagree,strongly agree.,somewhat disagree,neither agree nor disagree,neither agree nor disagree,somewhat disagree,agree,somewhat agree,somewhat agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,somewhat agree,somewhat disagree,some of the time,less than half of the time,less than half of the time,
889,Uganda,28,Male,Single (never married),,,NA,Mityana ,public,Medical doctor,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,Yes,agree,agree,agree,agree,agree,strongly disagree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,most of the time,all of the time,all of the time,
890,Uganda,24,Female,Single (never married),,,None,Mityana ,private,Other,,Palliative Care,NA,Fulltime,,No,No,Yes,No,Yes,NA,somewhat agree,disagree,strongly agree.,strongly disagree,somewhat agree,neither agree nor disagree,strongly agree.,agree,agree,strongly disagree,somewhat agree,agree,agree,strongly agree.,agree,agree,strongly agree.,agree,agree,somewhat agree,all of the time,some of the time,less than half of the time,
891,Uganda,28,Male,Living with partner,,,2,Nakasongola,public,Other,,Medical unit,NA,Fulltime,,No,No,No,No,Yes,Yes,somewhat agree,somewhat agree,strongly agree.,agree,agree,strongly disagree,strongly disagree,strongly agree.,disagree,strongly disagree,agree,agree,agree,agree,strongly disagree,agree,agree,somewhat agree,strongly disagree,strongly disagree,at no time,at no time,at no time,
892,Uganda,25,Female,Single (never married),,,3,Kiboga hospital ,public,Other,,Other,daily,Fulltime,,Yes,Yes,Yes,No,Yes,NA,strongly disagree,disagree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,agree,somewhat agree,NA,somewhat agree,somewhat agree,agree,all of the time,most of the time,most of the time,
893,Uganda,30,Male,Single (never married),,,None,Mityana,public,Nurse,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,disagree,agree,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,more than half of the time,more than half of the time,
894,Uganda,25,Female,Single (never married),,,None,Wakiso,public,Nurse,,Medical unit,more than one day per week,Fulltime,,No,No,No,No,Yes,No,agree,agree,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,somewhat disagree,somewhat agree,somewhat agree,agree,strongly agree.,agree,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
895,Uganda,25,Female,Single (never married),,,Prefer not to say,Mubende ,public,Allied health professional,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,somewhat agree,somewhat agree,somewhat agree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,NA,somewhat agree,somewhat agree,all of the time,all of the time,all of the time,
896,Uganda,26,Male,Single (never married),,,None,Mubende ,public,Other,,Other,dont know,Fulltime,,No,No,Unsure,Unsure,Yes,No,agree,somewhat agree,NA,somewhat agree,agree,neither agree nor disagree,agree,somewhat disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
897,Uganda,40,Male,Married,,,2,Kassanda,NA,Allied health professional,Data officer,Palliative Care,daily,Fulltime,,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
898,Uganda,28,Male,Living with partner,,,1,Nakaseke,public,Other,,Medical unit,NA,Fulltime,,No,No,Yes,No,Yes,No,agree,strongly agree.,strongly agree.,strongly agree.,agree,somewhat disagree,strongly agree.,agree,agree,somewhat agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,some of the time,some of the time,some of the time,
899,Uganda,27,Female,Single (never married),,,2,Mityana,public,Other,,infectious disease ward,NA,Fulltime,,No,No,No,No,Yes,No,strongly agree.,agree,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,agree,agree,some of the time,most of the time,all of the time,
900,Uganda,28,Male,Single (never married),,,2,Wakiso,private,Allied health professional,Laboratory Technician,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,some of the time,some of the time,
901,Uganda,40,Female,Living with partner,,,2,Wakiso,private,Social worker/counsellor,,Laboratory,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly disagree,strongly disagree,somewhat agree,somewhat agree,most of the time,most of the time,most of the time,
902,Uganda,27,Male,Living with partner,,,None,Mityana ,public,Other,,Laboratory,daily,Fulltime,,No,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,NA,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,all of the time,all of the time,all of the time,
