record_id,age,gender,role,role_other,healthtype,healthtype_2,healthtype_3,screening,screening_2,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
942,30,Male,Allied health professional,Clinical officer,Medical unit,public,BUSIA,Yes,more than one day per week,Fulltime,Single (never married),None,Yes,No,Yes,Yes,Yes,Yes,No,strongly disagree,agree,agree,disagree,strongly agree.,strongly agree.,agree,somewhat disagree,strongly disagree,strongly disagree,disagree,agree,disagree,strongly agree.,disagree,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,at no time,some of the time,at no time,
943,32,Male,Other,,Other,public,Busia,Yes,daily,Fulltime,Living with partner,1,Yes,No,No,Yes,No,Yes,Yes,somewhat disagree,somewhat disagree,strongly disagree,strongly disagree,somewhat agree,agree,strongly agree.,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,at no time,at no time,at no time,
944,28,Female,Social worker/counsellor,,Medical unit,public,Busia,Yes,daily,Fulltime,Single (never married),None,no,No,No,Yes,No,Yes,No,agree,agree,strongly disagree,somewhat disagree,strongly disagree,disagree,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,somewhat agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,all of the time,all of the time,all of the time,
945,25,Female,Allied health professional,None,Medical unit,public,Busia,Yes,daily,Fulltime,Single (never married),None,Yes,No,No,Yes,No,Yes,Yes,somewhat agree,somewhat agree,agree,somewhat agree,agree,strongly disagree,strongly agree.,agree,agree,strongly disagree,somewhat agree,disagree,agree,strongly agree.,agree,agree,agree,somewhat agree,agree,somewhat disagree,at no time,at no time,some of the time,
946,52,Female,Nurse,,Medical unit,public,Busia ,Yes,daily,Fulltime,Married,3,Yes,No,No,Yes,No,Yes,NA,strongly disagree,strongly disagree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,at no time,at no time,at no time,
947,42,Female,Social worker/counsellor,,Medical unit,public,Busia,Yes,daily,part time,Widowed,1,no,No,No,Yes,No,Yes,Yes,somewhat agree,agree,agree,agree,agree,disagree,agree,somewhat agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,most of the time,most of the time,most of the time,
948,26,Male,Social worker/counsellor,,emergency,public,Kampala,Yes,more than one day per week,part time,Single (never married),None,Yes,Yes,No,Yes,Yes,Yes,Yes,neither agree nor disagree,somewhat agree,somewhat agree,neither agree nor disagree,agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,more than half of the time,all of the time,all of the time,
949,52,Female,Other,,Medical unit,public,BUSIA,Yes,daily,Fulltime,Widowed,3,Yes,Yes,No,Yes,No,Yes,Yes,disagree,disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,somewhat agree,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,agree,all of the time,all of the time,all of the time,
950,39,Female,Other,,Other,public,Busia,Yes,daily,Fulltime,Married,5+,no,No,No,No,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,disagree,strongly disagree,strongly disagree,somewhat disagree,strongly disagree,disagree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,some of the time,some of the time,some of the time,
951,20,Female,Other,,Other,public,Busia,Yes,daily,other,Single (never married),None,no,Yes,Yes,Yes,Yes,Yes,Yes,strongly disagree,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,all of the time,all of the time,all of the time,
952,47,Female,Other,,Other,public,Busia,Yes,daily,Fulltime,Married,3,no,Yes,No,Yes,Yes,NA,NA,disagree,agree,strongly agree.,strongly disagree,strongly agree.,agree,strongly agree.,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,at no time,some of the time,some of the time,
953,27,Male,Allied health professional,Clinical officer,Medical unit,private,Bunga soya Gaba road makindye Kampala,Yes,daily,Fulltime,Single (never married),None,no,Yes,Yes,Yes,Yes,Yes,No,agree,strongly agree.,somewhat agree,strongly disagree,strongly agree.,agree,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,somewhat agree,at no time,less than half of the time,less than half of the time,
954,49,Female,Social worker/counsellor,,Medical unit,public,Busia,Yes,daily,part time,Widowed,4,Yes,Yes,No,Yes,No,Yes,No,somewhat agree,agree,agree,agree,agree,disagree,agree,agree,somewhat agree,somewhat agree,somewhat agree,disagree,agree,agree,agree,disagree,agree,disagree,agree,agree,most of the time,most of the time,most of the time,
955,49,Female,Nurse,,Medical unit,public,Busia,Yes,daily,Fulltime,Married,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,somewhat disagree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,strongly disagree,strongly agree.,agree,agree,strongly disagree,somewhat agree,disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,disagree,at no time,at no time,at no time,
956,58,Male,Other,,Medical unit,public,BUSIA,Yes,daily,Fulltime,Married,1,no,No,No,Yes,Yes,Yes,No,disagree,agree,agree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,agree,agree,at no time,some of the time,most of the time,
957,43,Female,Other,,Other,public,Busia,Yes,daily,other,Widowed,4,Yes,No,No,Yes,No,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,all of the time,all of the time,all of the time,
958,31,Male,Social worker/counsellor,,Medical unit,public,Busia,Yes,daily,Fulltime,Married,3,no,No,No,Yes,No,Yes,Yes,somewhat agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,most of the time,most of the time,most of the time,
959,45,Male,Other,,Medical unit,public,Busia,Yes,daily,Fulltime,Married,5+,Yes,Yes,No,Yes,No,Yes,Yes,somewhat agree,agree,agree,agree,agree,disagree,agree,agree,agree,somewhat agree,agree,disagree,agree,agree,agree,somewhat agree,agree,disagree,agree,agree,most of the time,most of the time,most of the time,
960,29,Male,Allied health professional,None,Laboratory,public,Busia,Yes,daily,Fulltime,Married,2,no,Yes,Yes,Yes,Yes,Yes,Yes,agree,agree,agree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,at no time,at no time,some of the time,
961,25,Female,Social worker/counsellor,,Medical unit,private,Nakaseke,Yes,daily,Fulltime,Prefer not to say,Prefer not to say,no,No,No,Yes,Yes,Yes,NA,strongly agree.,NA,NA,strongly agree.,NA,NA,strongly disagree,NA,strongly disagree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,at no time,all of the time,at no time,
962,26,Female,Nurse,,Medical unit,private,Kampala,Yes,daily,Fulltime,Single (never married),Prefer not to say,Yes,Unsure,Unsure,Unsure,No,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,agree,agree,agree,agree,agree,agree,agree,agree,agree,most of the time,most of the time,most of the time,
963,30,Female,Other,,Palliative Care,private,Nakaseke,No,NA,Fulltime,Single (never married),None,no,No,No,Yes,No,Yes,No,strongly agree.,somewhat agree,agree,agree,agree,disagree,agree,agree,agree,disagree,somewhat agree,agree,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,some of the time,all of the time,most of the time,
964,41,Male,Administrative,,Medical unit,private,Kampala ,No,NA,Fulltime,Married,5+,no,No,No,Yes,No,No,No,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,somewhat agree,somewhat disagree,agree,agree,agree,at no time,all of the time,all of the time,
965,24,Female,Midwife,,maternity,private,Kansanga,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,Yes,Yes,Yes,Yes,No,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,somewhat agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,some of the time,all of the time,all of the time,
966,24,Female,Midwife,,maternity,private,Kansanga,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,Yes,Yes,Yes,Yes,No,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,somewhat agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,some of the time,all of the time,all of the time,
967,19,Female,Midwife,,maternity,private,Kampala,Yes,daily,Fulltime,Single (never married),None,no,Yes,Yes,Yes,Yes,Yes,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,some of the time,most of the time,most of the time,
968,22,Female,Midwife,,maternity,private,Kampala,Yes,daily,Fulltime,Single (never married),1,no,Unsure,No,No,No,Yes,Not sure,agree,strongly agree.,strongly agree.,agree,strongly agree.,agree,strongly agree.,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,neither agree nor disagree,NA,all of the time,all of the time,
969,49,Male,Allied health professional,Laboratory technician,Medical unit,public,Busia,Yes,daily,Fulltime,Married,5+,Yes,No,Yes,Yes,Yes,Yes,Yes,somewhat agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,somewhat agree,agree,agree,agree,agree,somewhat agree,agree,somewhat agree,agree,agree,most of the time,most of the time,most of the time,
970,22,Female,Midwife,,maternity,private,Kampala,Yes,daily,Fulltime,Single (never married),None,no,No,No,Yes,No,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,less than half of the time,less than half of the time,less than half of the time,
971,28,Male,Allied health professional,,Medical unit,private,Kampala,Yes,more than one day per week,part time,Married,1,prefer not to say,Unsure,Unsure,Yes,Unsure,Yes,No,somewhat agree,agree,agree,somewhat agree,strongly agree.,agree,strongly agree.,agree,agree,somewhat agree,somewhat disagree,strongly agree.,agree,strongly agree.,agree,strongly agree.,strongly agree.,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,some of the time,some of the time,more than half of the time,
972,26,Male,Allied health professional,None,Laboratory,public,Busia,Yes,daily,other,Single (never married),None,no,No,Yes,Yes,Yes,Yes,Yes,somewhat agree,agree,strongly agree.,disagree,agree,agree,agree,somewhat agree,disagree,agree,somewhat agree,somewhat agree,somewhat disagree,agree,agree,agree,agree,disagree,agree,agree,more than half of the time,most of the time,most of the time,
973,37,Female,Nurse,,Medical unit,public,BUSIA,Yes,more than one day per week,Fulltime,Single (never married),4,Yes,No,Yes,Yes,No,Yes,Yes,strongly agree.,strongly disagree,strongly disagree,disagree,strongly disagree,disagree,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly disagree,at no time,all of the time,all of the time,
974,19,Female,Nurse,,Medical unit,private,Kampala,Yes,daily,Fulltime,Single (never married),None,no,Yes,Yes,Yes,Yes,Yes,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,some of the time,some of the time,some of the time,
975,25,Female,Nurse,,Medical unit,private,KAMPALA ,Yes,daily,Fulltime,Single (never married),None,Yes,No,No,No,No,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,some of the time,some of the time,some of the time,
976,23,Female,Midwife,,maternity,public,Kampala ,Yes,more than one day per week,Fulltime,Single (never married),NA,no,No,Unsure,Yes,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,more than half of the time,at no time,at no time,
977,24,Female,Midwife,,maternity,private,Kampala,Yes,daily,Fulltime,Living with partner,2,no,Yes,Unsure,No,Yes,Yes,Yes,agree,agree,agree,strongly agree.,NA,agree,strongly agree.,agree,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
978,42,Female,Nurse,,Medical unit,public,Busia,Yes,daily,Fulltime,Married,4,Yes,Yes,No,Yes,No,Yes,No,disagree,somewhat agree,agree,disagree,agree,disagree,agree,somewhat disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,strongly agree.,agree,more than half of the time,most of the time,most of the time,
979,23,Female,Midwife,,maternity,private,Kampala,Yes,daily,Fulltime,Single (never married),None,no,No,No,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,disagree,strongly agree.,somewhat agree,somewhat agree,strongly disagree,disagree,strongly disagree,agree,agree,agree,strongly agree.,strongly agree.,somewhat disagree,strongly agree.,strongly agree.,more than half of the time,all of the time,all of the time,
980,28,Female,Medical doctor,,Medical unit,private,Kansanga ,Yes,daily,casual or locum staff,Single (never married),2,no,Yes,No,Yes,Yes,Yes,NA,agree,agree,agree,disagree,strongly agree.,disagree,strongly agree.,agree,strongly disagree,somewhat disagree,agree,agree,agree,strongly agree.,agree,agree,strongly agree.,disagree,agree,agree,some of the time,some of the time,some of the time,
981,25,Female,Nurse,,Medical unit,private,KAMPALA ,Yes,daily,Fulltime,Single (never married),None,Yes,No,No,No,No,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,some of the time,some of the time,some of the time,
982,40,Female,Nurse,,Medical unit,private,Kansanga,Yes,daily,Fulltime,Married,3,Yes,No,Yes,Yes,Yes,Yes,No,somewhat agree,somewhat agree,agree,agree,agree,somewhat disagree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,most of the time,all of the time,all of the time,
