,d_carer_b,consent,willing,d_region_c_o,d_age_i,d_gender,d_edu_c_o,d_hosp_c_u,d_marital_c_u,d_chdn_i,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,d_aware_novel,d_getting_infected,d_contacting_coronavirus,d_consider_yourself,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,b_manage,b_honest_manage,b_dir_interest
2199,Yes,Yes,Yes,Douala,27,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Prefer not to say,2,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[3],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2200,Yes,Yes,Yes,Douala,60,Male,NA,Lucrative private health Facility,Living with another (Married - Partnership),1,Health Assistants,Other,Almost every day of the month,Fulltime,More than 15 years,Yes,[5],[5],[5],No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2201,Yes,Yes,Yes,Douala,26,Male,First University Degree,Lucrative private health Facility,Living alone,2,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2202,Yes,Yes,Yes,Douala,52,Female,Secondary School/SHS/SSS or Lower,Lucrative private health Facility,Living with another (Married - Partnership),2,Midwife,Maternity,Almost every day of the month,Fulltime,More than 15 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
2203,Yes,Yes,Yes,Douala,35,Female,First University Degree,Lucrative private health Facility,Living alone,2,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[2],[2],[2],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2204,Yes,Yes,Yes,Yaounde,30,Male,First University Degree,Public Health facility,Living with another (Married - Partnership),3,Nurse,Infectious Disease Ward,Almost every day of the month,Fulltime,6 to 10 years,Yes,[5],[6],[6],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2205,Yes,Yes,Yes,Yaounde,24,Male,First University Degree,Public Health facility,Living with another (Married - Partnership),5,Nurse,Emergency,Almost every day of the month,Fulltime,6 to 10 years,Yes,[5],[5],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree
2206,Yes,Yes,Yes,Yaounde,34,Male,Masters,Public Health facility,Living with another (Married - Partnership),3,Nurse,Emergency,Almost every day of the month,Fulltime,6 to 10 years,Yes,[5],[6],[6],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree
2207,Yes,Yes,Yes,Yaounde,31,Female,First University Degree,Unlucrative private Health facility,Prefer not to say,1,Nurse,Pediatric,Never,Prefer not to say,2 to 5  years,Yes,[1]  Extremely unlikely,[3],[2],Yes,No,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree
2208,Yes,Yes,Yes,Yaounde,24,Male,First University Degree,Public Health facility,Living with another (Married - Partnership),5,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[6],[7] Extremely likely,[6],Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2209,Yes,Yes,Yes,Yaounde,32,Male,First University Degree,Public Health facility,Living with another (Married - Partnership),4,Nurse,Pediatric,Almost every day of the month,Fulltime,2 to 5  years,Yes,[6],[4],[6],Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2210,Yes,Yes,Yes,Yaounde,21,Male,First University Degree,Public Health facility,Living with another (Married - Partnership),4,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[5],[6],[6],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2211,Yes,Yes,Yes,Yaounde,25,Female,Masters,Public Health facility,Living with another (Married - Partnership),4,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[4],[6],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree
2212,Yes,Yes,Yes,Yaounde,25,Female,Masters,Public Health facility,Living with another (Married - Partnership),3,Physician Assistant,Emergency,No more than three days during each week,Fulltime,2 to 5  years,Yes,[5],[5],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree
2213,Yes,Yes,Yes,Yaounde,24,Male,High School Diploma,Public Health facility,Prefer not to say,5,Nurse,Pediatric,Almost every day of the month,Fulltime,< 1 year,Yes,[5],[5],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree
2214,Yes,Yes,Yes,Douala,23,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Casual or locum staff,< 1 year,Yes,[3],[3],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2215,Yes,Yes,Yes,Douala,30,Female,High School Diploma,Lucrative private health Facility,Living alone,2,Midwife,Maternity,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2216,Yes,Yes,Yes,Douala,24,Female,First University Degree,Lucrative private health Facility,Living alone,1,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),< 1 year,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2217,Yes,Yes,Yes,Douala,20,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Casual or locum staff,< 1 year,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2218,Yes,Yes,Yes,Douala,21,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),< 1 year,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2219,Yes,Yes,Yes,Douala,32,Female,High School Diploma,Lucrative private health Facility,Living alone,2,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[5],[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2220,Yes,Yes,Yes,Douala,27,Male,Other,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[5],[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2221,Yes,Yes,Yes,Yaounde,22,Female,First University Degree,Public Health facility,Living with another (Married - Partnership),4,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[5],[6],[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree
2222,Yes,Yes,Yes,Douala,26,Female,Masters,Lucrative private health Facility,Living alone,1,Medical Doctor,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[3],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2223,NA,Yes,Yes,Douala,30,Female,High School Diploma,Lucrative private health Facility,Living alone,5,Pharmacist,Outpatient department,Almost every day of the month,Prefer not to say,6 to 10 years,Yes,[3],[3],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2224,Yes,Yes,Yes,Douala,27,Female,First University Degree,Lucrative private health Facility,Living alone,2,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[3],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2225,Yes,Yes,Yes,Douala,31,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Prefer not to say,6 to 10 years,Yes,[3],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2226,NA,Yes,Yes,Douala,26,Female,High School Diploma,Lucrative private health Facility,Living alone,2,Pharmacist,Outpatient department,Almost every day of the month,Short-term contract (< 13mths),< 1 year,Yes,[3],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2227,Yes,Yes,Yes,Douala,38,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2228,Yes,Yes,Yes,Douala,42,Female,High School Diploma,Lucrative private health Facility,Living alone,5,Pharmacist,Other,Almost every day of the month,Long-Term Contract (>12mths),11 to 15 years,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2229,Yes,Yes,Yes,Douala,30,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2230,Yes,Yes,Yes,Douala,35,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,3,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,Unsure,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2231,Yes,Yes,Yes,Yaounde,31,Male,First University Degree,Public Health facility,Living with another (Married - Partnership),3,Nurse,Matches the job that you do Surgical Unit,Almost every day of the month,Fulltime,2 to 5  years,Yes,[4],[4],[4],Unsure,Unsure,Unsure,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree
