d_carer_b,consent,willing,d_region_c_o,d_age_i,d_gender,d_edu_c_o,d_hosp_c_u,d_marital_c_u,d_chdn_i,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,b_manage,b_honest_manage,b_dir_interest,d_media_covid_v2,i_journals
Yes,Yes,Yes,Douala,34,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Physician Assistant,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,0,1,1,-2,1,1,2,NA
Yes,Yes,Yes,Douala,24,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,Yes,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,2,2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,30,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),3,Health Assistants,Other,Almost every day of the month,Casual or locum staff,2 to 5  years,No,Yes,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,1,2,-2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,28,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),5,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,-1,1,1,-2,2,2,1,NA
Yes,Yes,Yes,Douala,24,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,1,1,-2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,28,Female,Masters,Lucrative private health Facility,Living alone,2,Health Assistants,Other,Almost every day of the month,Part time,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,-1,2,-2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,39,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),4,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,-1,2,2,-2,1,1,1,NA
Yes,Yes,Yes,Yaounde,28,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse Assistant Clinical,Medical Unit,Almost every day of the month,Fulltime,< 1 year,Yes,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,0,0,0,-2,1,1,4,NA
Yes,Yes,Yes,Yaounde,30,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,No,No,No,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,1,1,0,1,2,4,NA
Yes,Yes,Yes,Yaounde,30,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,Yes,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,-2,1,1,4,NA
Yes,Yes,Yes,Yaounde,21,Female,High School Diploma,Lucrative private health Facility,Living alone,2,Nurse,Medical Unit,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,1,1,1,-2,1,1,4,NA
Yes,Yes,Yes,Yaounde,20,Female,High School Diploma,Lucrative private health Facility,Living alone,4,Nurse,Medical Unit,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,1,1,1,-2,2,1,4,NA
Yes,Yes,Yes,Yaounde,37,Male,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),4,Allied health professionals,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,No,Yes,Yes,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,1,1,1,-1,1,1,3,NA
Yes,Yes,Yes,Yaounde,32,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Nurse,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,No,Yes,Yes,Yes,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,2,1,2,-1,1,2,4,NA
Yes,Yes,Yes,Yaounde,28,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,No,Yes,Yes,No,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,1,1,2,-1,2,2,2,NA
Yes,Yes,Yes,Douala,45,Female,Masters,Denomitional Health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),More than 15 years,No,No,Yes,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,2,1,1,-2,1,1,2,NA
Yes,Yes,Yes,Douala,27,Female,High School Diploma,Denomitional Health Facility,Living with another (Married - Partnership),2,Nurse,Medical Unit,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,2,1,1,-2,1,1,2,NA
Yes,Yes,Yes,Douala,49,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse,Emergency,Almost every day of the month,Long-Term Contract (>12mths),More than 15 years,No,No,Yes,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,2,1,1,-2,1,1,3,NA
Yes,Yes,Yes,Douala,58,Male,High School Diploma,Denomitional Health Facility,Living with another (Married - Partnership),2,Nurse,Emergency,Almost every day of the month,Long-Term Contract (>12mths),More than 15 years,No,No,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,2,1,1,-2,1,1,2,NA
NA,Yes,Yes,Douala,32,Female,First University Degree,Denomitional Health Facility,Living alone,1,Non clinical,Emergency,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,2,1,1,-2,1,1,3,NA
Yes,Yes,Yes,Douala,27,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,1,2,-2,-2,-1,-1,1,NA
Yes,Yes,Yes,Douala,23,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,2,Health Assistants,Other,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,No,No,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,1,2,-2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,19,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Casual or locum staff,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,1,2,-2,-2,2,2,1,NA
Yes,Yes,Yes,Douala,25,Female,Other,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,1,1,1,-2,2,2,5,NA
Yes,Yes,Yes,Douala,23,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,Yes,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,-1,2,0,-2,1,1,1,NA
Yes,Yes,Yes,Douala,31,Male,First University Degree,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,Yes,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,1,2,2,-2,1,1,1,NA
Yes,Yes,Yes,Douala,30,Male,Other,Lucrative private health Facility,Living alone,1,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,2,-1,-2,1,1,1,NA
Yes,Yes,Yes,Yaounde,34,Female,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living with another (Married - Partnership),4,Nurse,Other,Almost every day of the month,Fulltime,11 to 15 years,Yes,Yes,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,1,1,1,-2,2,2,1,NA
Yes,Yes,Yes,Yaounde,30,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,No,No,No,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,-2,1,1,5,NA
Yes,Yes,Yes,Yaounde,30,Female,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Prefer not to say,4,Health Assistants,Medical Unit,No more than three days during each week,Prefer not to say,< 1 year,Yes,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2,2,2,2,2,2,3,NA
Yes,Yes,Yes,Yaounde,29,Female,First University Degree,Unlucrative private Health facility,Living with another (Married - Partnership),3,Nurse,Pediatric,No more than three days during each week,Voluntary,6 to 10 years,Unsure,Yes,Yes,Unsure,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,2,0,-2,2,1,-2,3,NA
Yes,Yes,Yes,Yaounde,20,Female,High School Diploma,Unlucrative private Health facility,Living alone,1,Allied health professionals,Other,Almost every day of the month,Prefer not to say,< 1 year,No,No,No,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,1,0,0,0,0,4,NA
Yes,Yes,Yes,Yaounde,32,Male,Masters,Unlucrative private Health facility,Living with another (Married - Partnership),3,Medical Doctor,Emergency,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,1,-2,-2,-2,2,1,1,NA
Yes,Yes,Yes,Yaounde,22,Male,High School Diploma,Unlucrative private Health facility,Living alone,1,Nurse,Other,No more than three days during each week,Short-term contract (< 13mths),< 1 year,No,No,No,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,2,2,2,3,NA
Yes,Yes,Yes,Yaounde,27,Female,Masters,Unlucrative private Health facility,Prefer not to say,1,Medical Doctor,Other,Almost every day of the month,Fulltime,2 to 5  years,Yes,Yes,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,1,1,-1,-1,0,1,5,NA
Yes,Yes,Yes,Yaounde,30,Female,First University Degree,Unlucrative private Health facility,Living with another (Married - Partnership),4,Pharmacist,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,No,Yes,No,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2,2,2,2,-2,2,2,NA
